4447,3109,11078,14804,13436,25106,30393,39905,168,30561,40073,30807
3727,3085,11084,14084,13412,24386,35433,34865,169,35601,35033,35847
4446,3829,11072,14798,14156,24986,25353,39185,192,25521,39353,25767
3007,3805,11086,13364,14132,23666,35435,29825,193,35625,29993,35967
3726,4549,11074,14078,14876,24266,25355,34145,216,25545,34313,25887
3006,4525,11080,13358,14852,23546,30395,29105,217,30585,29273,30927
4453,2389,11198,14924,12716,30146,30399,39911,144,30537,40049,30687
3733,2365,11204,14204,12692,29426,35439,34871,145,35577,35009,35727
4452,3835,11192,14918,14276,30026,20313,38465,194,20481,38633,20727
2287,3781,11206,12644,14252,28706,35441,24785,195,35627,24953,35991
3732,4555,11194,14198,14996,29306,20315,33425,218,20505,33593,20847
2286,4501,11200,12638,14972,28586,30401,24065,219,30587,24233,30951
4459,2395,11318,15044,12836,35186,25359,39191,146,25497,39329,25647
3013,2341,11324,13484,12812,34466,35445,29831,147,35579,29969,35751
4458,3115,11312,15038,13556,35066,20319,38471,170,20457,38609,20607
2293,3061,11326,12764,13532,33746,35447,24791,171,35603,24929,35871
3012,4531,11314,13478,15116,34346,20321,28385,220,20507,28553,20871
2292,4507,11320,12758,15092,33626,25361,23345,221,25547,23513,25911
3739,2371,11438,14324,12956,40226,25365,34151,148,25499,34289,25671
3019,2347,11444,13604,12932,39506,30405,29111,149,30539,29249,30711
3738,3091,11432,14318,13676,40106,20325,33431,172,20459,33569,20631
2299,3067,11446,12884,13652,38786,30407,24071,173,30563,24209,30831
3018,3811,11434,13598,14396,39386,20327,28391,196,20483,28529,20751
2298,3787,11440,12878,14372,38666,25367,23351,197,25523,23489,25791
4441,3103,10958,14684,13316,20066,30417,39929,288,30681,40193,30783
3721,3079,10964,13964,13292,19346,35457,34889,289,35721,35153,35823
4440,3823,10952,14678,14036,19946,25377,39209,312,25641,39473,25743
3001,3799,10966,13244,14012,18626,35459,29849,313,35745,30113,35943
3720,4543,10954,13958,14756,19226,25379,34169,336,25665,34433,25863
3000,4519,10960,13238,14732,18506,30419,29129,337,30705,29393,30903
4455,1669,11222,14926,11996,30148,30423,39935,264,30657,40169,30567
3735,1645,11228,14206,11972,29428,35463,34895,265,35697,35129,35607
4454,3834,11216,14912,14270,29906,15273,37745,314,15441,37913,15687
1567,3757,11230,11924,14228,27986,35465,19745,315,35747,19913,35997
3734,4554,11218,14192,14990,29186,15275,32705,338,15465,32873,15807
1566,4477,11224,11918,14948,27866,30425,19025,339,30707,19193,30957
4461,1675,11342,15046,12116,35188,25383,39215,266,25617,39449,25527
3015,1621,11348,13486,12092,34468,35469,29855,267,35699,30089,35631
4460,3114,11336,15032,13550,34946,15279,37751,290,15417,37889,15567
1573,3037,11350,12044,13508,33026,35471,19751,291,35723,19889,35877
3014,4530,11338,13472,15110,34226,15281,27665,340,15467,27833,15831
1572,4483,11344,12038,15068,32906,25385,18305,341,25667,18473,25917
3741,1651,11462,14326,12236,40228,25389,34175,268,25619,34409,25551
3021,1627,11468,13606,12212,39508,30429,29135,269,30659,29369,30591
3740,3090,11456,14312,13670,39986,15285,32711,292,15419,32849,15591
1579,3043,11470,12164,13628,38066,30431,19031,293,30683,19169,30837
3020,3810,11458,13592,14390,39266,15287,27671,316,15443,27809,15711
1578,3763,11464,12158,14348,37946,25391,18311,317,25643,18449,25797
4443,2383,10982,14686,12596,20068,30441,39953,408,30801,40313,30663
3723,2359,10988,13966,12572,19348,35481,34913,409,35841,35273,35703
4442,3822,10976,14672,14030,19826,20337,38489,432,20601,38753,20703
2281,3775,10990,12524,13988,17906,35483,24809,433,35865,25073,35949
3722,4542,10978,13952,14750,19106,20339,33449,456,20625,33713,20823
2280,4495,10984,12518,14708,17786,30443,24089,457,30825,24353,30909
4449,1663,11102,14806,11876,25108,30447,39959,384,30777,40289,30543
3729,1639,11108,14086,11852,24388,35487,34919,385,35817,35249,35583
4448,3828,11096,14792,14150,24866,15297,37769,434,15561,38033,15663
1561,3751,11110,11804,14108,22946,35489,19769,435,35867,20033,35973
3728,4548,11098,14072,14870,24146,15299,32729,458,15585,32993,15783
1560,4471,11104,11798,14828,22826,30449,19049,459,30827,19313,30933
4463,1674,11366,15040,12110,35068,20343,38495,386,20577,38729,20487
2295,1597,11372,12766,12068,33748,35493,24815,387,35819,25049,35637
4462,2394,11360,15034,12830,34948,15303,37775,410,15537,38009,15447
1575,2317,11374,12046,12788,33028,35495,19775,411,35843,20009,35757
2294,4506,11362,12752,15086,33506,15305,22625,460,15587,22793,15837
1574,4482,11368,12032,15062,32786,20345,17585,461,20627,17753,20877
3743,1650,11486,14320,12230,40108,20349,33455,388,20579,33689,20511
2301,1603,11492,12886,12188,38788,30453,24095,389,30779,24329,30597
3742,2370,11480,14314,12950,39988,15309,32735,412,15539,32969,15471
1581,2323,11494,12166,12908,38068,30455,19055,413,30803,19289,30717
2300,3786,11482,12872,14366,38546,15311,22631,436,15563,22769,15717
1580,3762,11488,12152,14342,37826,20351,17591,437,20603,17729,20757
4445,2382,11006,14680,12590,19948,25401,39233,528,25761,39593,25623
3003,2335,11012,13246,12548,18628,35505,29873,529,35961,30233,35709
4444,3102,11000,14674,13310,19828,20361,38513,552,20721,38873,20583
2283,3055,11014,12526,13268,17908,35507,24833,553,35985,25193,35829
3002,4518,11002,13232,14726,18386,20363,28409,576,20745,28673,20829
2282,4494,11008,12512,14702,17666,25403,23369,577,25785,23633,25869
4451,1662,11126,14800,11870,24988,25407,39239,504,25737,39569,25503
3009,1615,11132,13366,11828,23668,35511,29879,505,35937,30209,35589
4450,3108,11120,14794,13430,24868,15321,37793,554,15681,38153,15543
1563,3031,11134,11806,13388,22948,35513,19793,555,35987,20153,35853
3008,4524,11122,13352,14846,23426,15323,27689,578,15705,27953,15789
1562,4470,11128,11792,14822,22706,25409,18329,579,25787,18593,25893
4457,1668,11246,14920,11990,30028,20367,38519,506,20697,38849,20463
2289,1591,11252,12646,11948,28708,35517,24839,507,35939,25169,35613
4456,2388,11240,14914,12710,29908,15327,37799,530,15657,38129,15423
1569,2311,11254,11926,12668,27988,35519,19799,531,35963,20129,35733
2288,4500,11242,12632,14966,28466,15329,22649,580,15707,22913,15813
